grupo,cch,azimuth,ponto_id,delay_1,delay_2,delay_3,lat,lon,rssi_value
3,869,240,2166,5.000171951789634,3.000059490813647,3.001569198888581,-8.05615485037529,-34.951583909061256,0.018125394026164372
2,865,0,6829,5.000055545735728,2.9995698513060622,2.000257851316883,-8.055444641872755,-34.95162044849616,0.13228347513434693
2,874,120,1877,5.000599672036511,3.0000077066870587,2.9981784548354993,-8.055124735635415,-34.9514617662533,0.5123418247485988
2,865,0,4048,5.000367825394534,3.00037139379103,1.999469464377355,-8.055677659736928,-34.952779674629305,0.36914695243530715
2,865,0,1497,4.9996660494299245,2.999927699278135,1.9991976627740637,-8.055348718867899,-34.951971360893495,0.29902586811951465
1,875,240,792,5.000354834833995,3.0004949390732745,2.9994566770642304,-8.054935947547506,-34.9517189434707,0.34221197129844666
2,865,0,8606,2.002711075970243,3.0006352253497037,2.9998993250562673,-8.051109959485736,-34.950893015345336,0.40769977147321507
3,869,240,7172,6.003774087798896,3.9986083137204385,0.9937747707754747,-8.055841909816783,-34.95284493051689,0.5749622950085758
1,873,0,1119,4.999680565323766,3.0007035577378094,3.0015069214912584,-8.055471370937745,-34.95142934283205,0.3803276574837421
2,871,240,4289,5.001021664882197,2.998850882612198,1.9991266817261522,-8.05538578106462,-34.95137100042664,0.24471586362831363
1,875,240,8182,4.001041526235455,0.9988298444101391,3.997690759428959,-8.050330680379856,-34.95040388568512,0.5098796866179972
2,874,120,5029,5.00029301735726,2.998927178391241,1.9987531351445642,-8.055671292843167,-34.951744734367296,0.43522947540637313
2,865,0,6666,5.000873546443546,3.000861526855762,1.999100169819588,-8.055799843804945,-34.9517099501888,0.1042192134094377
2,874,120,1742,5.0001782396289345,3.000536741270103,3.0017251717820583,-8.055956532286007,-34.95172164012638,0.35527120872638124
2,871,240,953,4.999160233535181,3.0000366027303262,2.999375888340618,-8.05545199054225,-34.951412319910595,0.4308509698613102
3,877,0,1015,5.000635990797179,3.000857660793605,2.99919000824611,-8.055525607405489,-34.95136359084784,0.4121160051245675
2,871,240,5113,4.999835795829517,2.999204316871898,2.0008297204832304,-8.055203998147674,-34.95208860175259,0.014799238275081027
3,869,240,2598,5.000246599144475,3.0004339674389797,1.9989462656763293,-8.055596530704541,-34.951811477396454,0.011735697372603044
2,865,0,1808,5.000039204640723,3.0016452392086705,2.999708101690992,-8.055809934916077,-34.95167983814793,0.014223892140337077
1,872,120,9583,3.0081757066280455,4.0012256307370055,3.0026416353492964,-8.048204707448976,-34.95275937837626,0.9601479904339227
2,871,240,5767,5.000991489154156,3.0000584261553223,1.9992702061040766,-8.05662870137819,-34.95119510725702,0.19535621173353912
2,871,240,4546,5.000005315149982,3.0007603514449652,1.9999039401880179,-8.055244754463674,-34.95223954118802,0.27306283128758235
2,865,0,6622,4.999753342814099,3.000154164208775,2.9975572203914362,-8.055328488556885,-34.95115387116048,0.3687495870676797
2,865,0,4755,5.001046922940849,3.000583116085276,2.998038753772238,-8.055344699095258,-34.95037209558226,0.009855018373199435
3,869,240,9054,3.00430040604648,7.018726892877864,2.000211781874858,-8.050656594408464,-34.95933078717868,0.5686402913050614
3,869,240,3044,5.000237267537369,3.000356029401002,2.9994862659683403,-8.055694729346321,-34.95174267306563,0.01433073424800186
3,877,0,868,5.000015254877834,3.000219809460895,2.0005293550554177,-8.05597534012877,-34.95182929683051,0.38543217175316985
3,881,120,787,5.000605777730446,2.9997606854378764,1.9993215558380286,-8.055032930670501,-34.9518775126661,0.19529262541851455
3,869,240,1170,5.000064342221618,3.0001187870270765,1.999219766645629,-8.055321126480358,-34.95210263200769,0.015777669393358174
2,874,120,9041,1.041381079880177,4.002958817047634,6.021767210796229,-8.045891941301397,-34.952334061170504,0.8981026193201364
2,874,120,1739,5.0001823167178125,3.001625409065889,3.001642807460755,-8.056433042187727,-34.952338565343254,0.4585233349630738
3,881,120,4625,5.0003924312865795,2.999406557881372,2.001174769712869,-8.055503883553325,-34.95178996198358,0.4421523592733068
2,874,120,8434,5.00049172475092,6.024476217763623,1.0058847097657935,-8.055492834355974,-34.958814117177106,0.7469647945489708
3,869,240,2441,5.000109188368115,3.00098953602223,2.9993151171623142,-8.055335522073923,-34.95200619394778,0.013518742764618225
3,881,120,9282,3.004423051364448,4.003408445767294,1.0017399306186807,-8.05586866884015,-34.953895944662285,0.4497988892597349
3,869,240,3830,4.999970140698034,2.9999535553340317,3.0014724730772477,-8.055944405003268,-34.9515853134796,0.012009145327566766
1,875,240,1713,4.999934356266497,3.001573661541843,2.9991614074032404,-8.055352029015355,-34.95239986615395,0.13675999310019274
3,877,0,2523,5.0002952956648254,3.0005096779726066,2.9978404694553826,-8.056038508122827,-34.952074990564114,0.3641929860676215
1,872,120,603,5.000495983167529,2.9999623344734268,2.0005129148791783,-8.055234817311929,-34.951923987116224,0.011460980735456025
2,871,240,5485,4.999459325596042,3.0002820929655334,1.999950417285584,-8.056171816129726,-34.952185693466234,0.23332089424231467
2,874,120,1130,4.999562632015966,3.0006418950705065,2.998949527869306,-8.055160981945281,-34.95152897716223,0.36807229718709034
3,869,240,6100,5.000236815129365,2.9992529558793053,1.9995911904960333,-8.055173349824367,-34.95286831490173,0.013564778632543193
2,874,120,641,4.999865451141009,3.000974851166559,2.0000219960314456,-8.054704399589037,-34.95214729396129,0.2933874739981623
1,873,0,470,4.999985412935159,3.0007091979699907,1.9980676889577778,-8.055463689973118,-34.95166567320255,0.010065412931077766
2,874,120,3000,5.0000116179707526,3.0008521943347914,3.000630201882591,-8.055960821586932,-34.95107463291232,0.4459266476167689
1,873,0,4831,4.999825428823181,3.002119028629486,0.9950172496246579,-8.054737760504985,-34.952374184335355,0.38278289409903377
1,872,120,164,5.000410847540769,3.0000596223339624,2.000282883514716,-8.055300647435887,-34.95228582466552,0.012290070665430614
1,875,240,7096,5.000964973708205,3.0015794160418716,3.001103318621295,-8.056116688105705,-34.95226606903179,0.4548234802505819
1,875,240,6264,5.000429909488615,3.001163363002016,2.0008875487440996,-8.05605872898241,-34.952176306014934,0.1425393484472679
2,865,0,690,4.999938831718517,3.0004134624691017,1.996993617161476,-8.055364920862113,-34.95189711634852,0.2784111625563772
1,872,120,5273,5.000137504801291,3.000687991941718,1.9996157690450589,-8.055552529828558,-34.95204171155549,0.22908860374566908
2,865,120,6366,5.000331495834262,2.9996520230396375,1.999932214437927,-8.05587512841468,-34.951420464985546,0.09451504677766293
3,877,0,7853,3.9989439012901986,1.0087253344589249,4.003548138395688,-8.048627800040197,-34.94967777276795,0.40756793283089204
2,871,240,7131,5.000031865483848,4.980910960472329,1.0011009139640716,-8.05499574962151,-34.95339257634108,0.5523643837240784
1,872,120,402,4.999936380148855,3.0003769029026532,2.000837735298798,-8.05567471156204,-34.95275916825836,0.0120184906059625
2,871,240,9786,3.007700089658585,3.9999160670944445,6.049052931988932,-8.046924738609631,-34.953132192163785,0.40815729994956274
2,874,120,8112,5.000539503219784,4.004209168659787,0.997585229753094,-8.055505189329049,-34.954136549530006,0.43751964532845733
3,869,240,1798,4.999984570932302,2.9990536131767502,3.0001918045607017,-8.05567959201606,-34.951640921516834,0.0147416396742618
2,871,240,3875,5.000282319378842,2.999427255741125,2.9981581008717146,-8.054616225971822,-34.95125684874324,0.5002779571706447
3,869,240,3170,4.999986318815798,2.9998325243217203,1.999662539540546,-8.05596906269433,-34.952286339061864,0.01325896271169148
2,865,0,4837,5.000430848474979,3.0011619794268016,1.9977631307106443,-8.055333044834944,-34.9520167139145,0.015287217164507993
2,871,240,8234,3.0000921392045115,1.9916700476532394,6.060491605239595,-8.049939319401652,-34.94537066167038,0.45259303261699824
2,874,120,2265,5.000555658643369,3.0016453964527265,2.998233967131351,-8.05565393652823,-34.952070915228965,0.3837683576689948
2,865,0,6329,5.00055053298792,4.997444537073894,0.01539433646528006,-8.055705278970207,-34.9568189836777,0.28948057961778473
2,865,0,1530,4.999918962700445,3.0011371396809947,2.997556046366023,-8.055167247783384,-34.951362245604756,0.39755520937573346
2,871,240,3463,4.999931756704789,2.9993603724705458,1.9997023544914398,-8.055160955398097,-34.95194491946446,0.29814113661382924
3,881,120,1692,5.0007396078505,2.9998999523858205,2.0000687797097765,-8.055146925184342,-34.95129408086621,0.36629465561990276
1,873,0,4994,5.0002812641860155,3.001260504254748,1.9982823044141431,-8.055250554026042,-34.952143416008354,0.20040870883512632
3,877,0,1629,4.999723002792402,3.0003673971113813,2.998842732478596,-8.0559138055464,-34.95192180081696,0.36927612027350665
1,873,0,5442,5.000309195606506,3.0015118549976663,1.9991533255684062,-8.055116130883262,-34.951916469513776,0.24358485638365268
3,877,0,5498,4.999301735530185,3.0010080901021867,1.9993333201205445,-8.056095703626694,-34.951847537920074,0.39005773149184475
1,873,0,1377,5.000094904836094,3.0008818178069934,1.9980486839598002,-8.055639599213041,-34.95216582630132,0.2186857157429544
1,875,240,2486,4.999478490054952,3.0011120661532336,2.9980579932079716,-8.055582087107265,-34.95191742692399,0.37795076419457735
1,872,120,5667,5.0007888496145645,3.0010736647543848,2.0013449364693385,-8.055438628035228,-34.95229002852668,0.012486312380666892
3,881,120,7805,2.9989492384685867,2.9985869965427305,3.0026673795506253,-8.047909941403427,-34.950123188969805,0.7886170156496077
3,877,0,1896,5.000171399050926,3.001166415750195,2.99789247280352,-8.056090873118562,-34.95136077434103,0.3469674413973075
2,874,120,8941,3.0047407214625617,4.006131660641281,2.0009939381716153,-8.048451009912204,-34.9529584639977,0.428387135352503
3,869,240,8805,4.001023392767156,4.003707999809196,1.9996345052758024,-8.049812432865814,-34.95403100052927,0.5971435659865311
2,865,0,2083,5.000149370874386,3.000664017685019,2.997360905632798,-8.05554816992543,-34.95188294643935,0.01439273563792205
3,869,240,8548,4.0016856759418085,4.000634132755197,2.000384063778985,-8.051265903331641,-34.95761824146475,0.4204883954610305
3,869,240,9258,2.003413583475206,3.0004673486344835,3.996398613412125,-8.05057381316286,-34.950071542892736,0.4251373354081279
1,873,0,5072,5.000452597922946,2.999336617694352,1.9991166370492055,-8.056208876138212,-34.95183015381673,0.013426177252506178
2,871,240,3388,4.999904496895301,2.9998949156082477,2.9998470864465165,-8.055814309210154,-34.95178819662997,0.4974729327361177
1,875,240,4100,4.999813964856466,3.0006014624708444,1.9996952465949411,-8.055152558727134,-34.95242731318001,0.24512769406931506
3,881,120,2948,5.000315702180367,2.999909855401594,2.9992444021032854,-8.055314251519201,-34.95163927509832,0.354199111315393
2,874,120,290,5.000528282772209,3.0008446884464415,2.001569385626681,-8.054975028399413,-34.951519643921095,0.24977461518315616
2,871,240,7447,6.003344175884677,6.018599382010206,0.004388060188328282,-8.056504134122456,-34.955482371721814,0.40632519029569497
3,869,240,7693,4.001349489881505,0.9997282887633755,3.9932191168841435,-8.049517467851253,-34.95209682808538,0.5075036319886231
1,873,0,3930,5.000564806827552,3.001054833269466,1.9991441230792648,-8.055324840999868,-34.95172505905188,0.011545700560106946
3,869,240,5284,5.000550833843757,3.0002825322319784,2.000063992135696,-8.056499747526486,-34.95217943435807,0.011932624562946147
1,873,0,3903,5.00044450452277,3.001281422457406,2.999088428581315,-8.055543740989012,-34.95190012963207,0.014399439618842613
3,869,240,8166,3.9998016546150033,1.0000712401732594,4.0092758450822545,-8.04988943326059,-34.94863303535189,0.6054021821292455
1,875,240,10032,4.006592850833015,1.012359959572576,6.031223267161019,-8.045257489656388,-34.94560328532779,0.4393087667731159
2,871,240,8568,4.001844866380133,0.9964960820624633,4.005530236963973,-8.051549743444204,-34.94601045551834,0.5533337815895949
1,873,0,8701,4.001611352117222,0.988927467811404,4.010874982841838,-8.049430671320888,-34.94665694548971,0.4514853711989227
3,881,120,3687,4.9996254588297955,2.9995813920711427,3.000058082938689,-8.055816369588866,-34.95160625593939,0.38120877886740323
2,874,120,4151,4.9998136905056505,3.000188431797575,2.000829403514549,-8.055187038572276,-34.95177471192144,0.4305041823701121
1,873,0,3638,5.000334507595039,3.001111054056322,2.9986023182332495,-8.055518671696271,-34.95106308056187,0.3939748334698219
1,873,0,4874,5.000850109531949,3.000720730470416,1.9992223255115862,-8.055968825224236,-34.951965313824026,0.19736380372830423
1,875,240,6585,5.000960303646134,4.000810612591386,1.999970905187847,-8.054744361521731,-34.953859701997516,0.45396321409173457
1,872,120,6062,5.000956312017212,2.9992633150142347,2.0004375512597554,-8.055971224995345,-34.951697845913515,0.011920173215401573
1,872,120,1593,4.999797059354412,3.0005604583882137,3.0001364448839642,-8.055117160472886,-34.95144171449405,0.01642244096470703
3,881,120,9176,0.9904260494263599,3.0002985968000355,3.000298955730973,-8.049530980023258,-34.950849141709654,0.6910604137681389
2,874,120,7281,6.007264330856699,5.9921663692242,3.000400479843947,-8.052278437838272,-34.956972438819875,0.7880701685372911
2,874,120,1091,5.000112070192967,3.0003023638480246,1.9994144661218944,-8.055278907972554,-34.952056241425176,0.39130296714365354
2,874,120,2068,5.000182142748802,3.001384126829489,3.000845061801406,-8.054915639069396,-34.952026550121175,0.38246137462621366
2,874,120,6848,5.001063485581036,3.99798715294818,0.9992821036571823,-8.054531254226118,-34.95216498173761,0.38480409464516946
3,881,120,893,5.000334696094116,3.0004067376985057,2.0017982647746555,-8.054986514361621,-34.951755099449315,0.013527272691805557
1,873,0,6127,6.007897219916095,1.0250930912196994,3.994666072512325,-8.057212689380961,-34.9504646581111,0.27571885482935793
1,872,120,3925,4.999995928512167,3.000785140021774,1.9994748071671273,-8.05503040065606,-34.95187694219101,0.01692805625527223
3,877,0,5863,5.000117002162463,3.0020473721968974,1.9990330603826072,-8.056196632449323,-34.952015277078885,0.3776911309678713
3,877,0,928,4.99949724027922,3.0016414519841415,2.996040011958799,-8.056271935115042,-34.95192470770536,0.40765764423531375
2,874,120,4268,5.000527963144821,2.999187479971775,2.0000353153248365,-8.054615038393555,-34.95198790638341,0.2623180507926643
3,881,120,1358,5.000684160709093,3.0011376321107353,3.000628486165819,-8.054997291749448,-34.951897962164914,0.3651179171371673
2,865,0,1460,4.9998686186017505,3.001169000431401,2.00025582564474,-8.054971029283674,-34.951217517299455,0.17679219090925083
1,873,0,4982,5.000679030181899,3.000366649339716,2.0001161474584226,-8.055768689262134,-34.95188699638664,0.01482296359872827
2,865,0,4921,4.999900235957649,3.0001763744555863,2.0009371100276923,-8.055677536002223,-34.951643552437595,0.01826831660646931
3,881,0,664,5.000939559208607,3.000260421008318,1.9994939281514152,-8.056068448245405,-34.95135616989044,0.37536332571701575
1,872,120,5241,5.000384481619931,3.000359350103689,1.998950985481319,-8.055401337796964,-34.9525605898094,0.1866620818986447
2,874,120,3410,5.000201561713831,3.0001223644461366,1.999665112690283,-8.055183449542499,-34.951431826248545,0.3596006767419957
1,873,0,4222,5.000910835805822,3.000315819336175,2.998409122896168,-8.056182829350211,-34.95165338448429,0.495938234709882
2,871,240,3720,5.000053840594985,2.9998697050758536,1.9994303641706488,-8.055575353358735,-34.95215520808193,0.5014531762442038
3,881,120,5462,4.99938607900431,2.999246784121969,1.9995599739767682,-8.055360808276847,-34.95133259591094,0.44805742469817583
3,877,0,928,5.000181534223498,3.0003037979274714,2.9974308231338775,-8.055771190326212,-34.95119298185938,0.38109399351926077
2,874,120,4041,5.000928815681071,2.9995689265989003,2.000744636903105,-8.055412152244795,-34.95142040876064,0.4554464182614568
1,872,120,7097,5.000211304540548,5.004892281584827,0.005848172922011593,-8.054426145161893,-34.95744379411469,0.5683470258846405
2,874,120,1997,4.99993010002599,3.0001395538248374,2.9996098537213527,-8.055090170611894,-34.951281409425015,0.4516961724278811
1,872,120,610,4.9994559718591685,3.0012420844215444,1.999089904274019,-8.05578193947295,-34.953122197867614,0.010153132259871106
1,873,0,4981,5.000345500910255,3.000608447290625,1.9989359414814594,-8.055742804692832,-34.95214946683589,0.17894787433951623
3,877,0,2768,4.999839997318247,3.001149053864775,2.9978737703803624,-8.056175544012918,-34.95190562741778,0.3727746626469334
1,875,240,7339,5.000142441122993,3.0003815891420453,1.9994306891140199,-8.055045541157348,-34.952036659456056,0.5631909428824384
2,871,240,2683,4.999381172304864,2.9991885282894377,1.9989846218141976,-8.056154878834533,-34.95145288994134,0.429487501447332
2,871,240,5156,4.9999830928105355,3.0000786478271797,1.9992436572010088,-8.056010880539066,-34.95248835710571,0.1729521455297086
3,877,0,6679,4.999747581634336,3.000033506222143,1.9996077144317514,-8.056035994741395,-34.9519681927148,0.38115310501601807
2,874,120,8381,4.001706172956327,1.9961244605398838,6.020958534726602,-8.051154493259746,-34.94805386170368,0.8978929310590545
1,873,0,4122,4.999475439831232,3.000712799275702,1.9992682953078438,-8.055051004075242,-34.951839877176894,0.014273140481280705
3,877,0,2730,5.0004238553397915,3.0007783299455593,3.0002389783396586,-8.055682320935375,-34.95176510603229,0.43124032118809674
1,872,120,661,5.000516647306425,3.00007874730848,2.0011982081336233,-8.056240117034898,-34.951961093135054,0.012621466350518876
2,865,0,7022,5.000191379305768,5.001770855575987,0.9943781955421825,-8.055590329448936,-34.95379502610547,0.4406001761207316
2,871,240,2597,4.999635695934274,3.000216053462391,1.9997468542949648,-8.055918193227445,-34.951439408249705,0.011092514178456747
1,873,0,5101,5.000555465000001,3.002421044298433,2.000367298608902,-8.055166590173219,-34.952502363768474,0.2388622026984596
2,865,0,5175,4.999817778785916,3.0001031674837737,1.997857709319796,-8.055347635402567,-34.95125988048309,0.01279363629841264
1,872,120,7057,6.009525832680176,5.003555396984257,0.9944205882935502,-8.056618961866484,-34.95363601896959,0.4085256268159062
3,872,120,781,5.000812668702674,2.9999640444306706,3.000174491352067,-8.05525651121362,-34.951826714681154,0.38073726132389996
1,873,0,1382,5.000063950391044,3.0012928847441915,1.999182314171339,-8.055527853683948,-34.952438306955905,0.23874732043013702
3,869,240,2211,5.000222981177692,3.000192503865256,2.99692806902725,-8.056141411955853,-34.95195947027495,0.015565502869974893
3,877,0,3355,4.999974562533173,2.002955313368203,3.0003873925192566,-8.055590447667841,-34.95076307187393,0.438960236521375
1,875,240,9612,2.009147322419674,4.003146034773389,4.006657952881688,-8.049963173427864,-34.95102895594563,0.5707217714534673
1,873,0,4823,5.000613081124278,3.001168580155697,2.999183795031555,-8.0555899747244,-34.95149810811026,0.39613230974687597
1,875,240,8106,4.001777666229138,7.007237503394879,1.9998060096981511,-8.05014808349493,-34.95948681143523,0.5788257447619148
1,873,0,8416,4.00168919945292,2.0049752973514994,2.000123025230864,-8.04958551590755,-34.950831288703505,0.4263033676219134
3,877,0,2712,4.999275419042234,3.0012893605513105,2.99773007601058,-8.055807644892985,-34.95190830658799,0.4141643867608113
1,872,120,551,4.999679719104975,3.0004793205989873,2.0005583243272986,-8.055671821383427,-34.951525769252385,0.01659665133168543
3,877,0,474,5.000113967439751,3.0013270331512683,1.9996624664560476,-8.055816379911791,-34.95176215072742,0.34807618166034665
1,873,0,5325,4.999975427528838,3.0007060775235024,1.9986966397168113,-8.0559229720945,-34.951979192754145,0.19990805279602047
2,871,240,4118,4.999830175504523,2.9997128281051886,3.0006197479446683,-8.055136879033704,-34.951727197143455,0.4977979563709178
3,877,0,1370,5.000074183130541,2.9994434989515093,2.9995463278221655,-8.056125897313924,-34.9513884573948,0.5598885964718207
1,873,0,7731,5.000500470828722,4.005317189888099,1.9993588845532093,-8.054136461785918,-34.95189442830509,0.5517832499526759
2,874,120,4462,4.999743219054357,3.000227125513699,1.9988910760787872,-8.055464701493467,-34.95199131512037,0.015647550190361965
3,877,0,5871,5.000267878451965,3.0007988840721715,1.9966191570236567,-8.056367989779675,-34.95147561126684,0.7580008014693639
1,872,120,554,5.000159018957576,3.000743002136195,1.9996411038016113,-8.0558269949596,-34.952061871390576,0.011680345230870783
3,869,240,3491,4.999471319833519,3.0001479162099907,2.0010227286186497,-8.055443154524744,-34.95189632723723,0.018103078110666564
3,869,240,5178,5.00036732609172,3.000085122039469,1.99921983049362,-8.05540343750222,-34.95225709404961,0.014796012212875562
1,872,120,2580,5.000532296000339,3.0006604889645434,2.9989089921488907,-8.055219879461811,-34.9516034893226,0.3472121308296973
1,873,0,8088,4.0020660264814145,1.005104781136344,4.992038516865019,-8.056031286723153,-34.945982880022186,0.6023400228410701
2,871,240,9215,2.0019901007257555,3.000511268667277,3.9956214781337276,-8.049430568317302,-34.949091967913574,0.5582644763906947
1,875,240,9013,2.0039797492043165,3.0007266063530817,3.997713237883203,-8.048424943273993,-34.95071136383046,0.7870927060773855
3,877,0,5310,5.000609020200738,2.9998469946197455,1.9990400608479217,-8.056215222162367,-34.95139910167014,0.46510633377123756
3,869,240,8274,4.001652513643694,7.0366749277136575,2.0001627406243174,-8.04905863977556,-34.95887621942047,0.4408887093818922
1,875,240,3437,5.000130964602165,3.0003184554738453,3.000333108997565,-8.055527271992192,-34.951552875671986,0.018864993843509086
1,872,120,9159,1.047910273447599,2.9987205569705653,3.9975827412076588,-8.048248242269386,-34.95188682451755,0.6891052880225778
2,871,240,7967,4.001756632913129,3.9995903875904295,2.000341208755222,-8.052747742037562,-34.95262431340638,0.7024791538407414
2,865,0,4113,5.000139512164855,3.0004426539154156,1.9992684576281112,-8.055736266140219,-34.95207764735292,0.016749362638316046
1,873,0,1644,4.999463514786169,3.001533614326665,1.9999311450976454,-8.055250476822966,-34.95194401863409,0.3504763139656818
1,872,120,1755,5.001051979335747,2.9994632380752795,3.001197211324669,-8.055326363247612,-34.95211116842305,0.011199059203938811
3,869,240,6968,5.0008794711674645,2.9995722701551566,0.9944583432605064,-8.054932384412181,-34.953081454537624,0.014155815578231288
1,873,0,4191,5.00022186346981,3.001584242313276,2.9984904626337894,-8.055772229685427,-34.95064616982576,0.16482311105498376
1,872,120,5918,4.999925499884539,2.9996714999941587,2.0005957395527214,-8.055847806989238,-34.95203644971397,0.013938540943982017
1,875,240,3302,5.000274125647962,2.9997399763130383,1.9993489343107216,-8.05581225212426,-34.95200042176029,0.38320982109873236
1,872,120,480,5.000045203684312,3.0001508705548683,2.0010548220004787,-8.055540779039749,-34.95170496797905,0.009241218975632041
1,873,0,6378,5.000343482065723,2.9993296868104324,1.9994254065886752,-8.055320941385494,-34.95127197570769,0.21427798230736506
2,874,120,4625,4.99959579637251,3.0003819708613344,1.9998373402479088,-8.055584615232302,-34.95149812653524,0.4000375511271443
2,871,240,6540,5.996196686925847,5.000103991649547,0.01637013187055953,-8.055827988476683,-34.95664013027421,0.22361545977743919
3,877,0,4804,4.9996019027137395,3.0012776654168363,2.998469190231851,-8.055570907861286,-34.95183501076791,0.3786168711370609
2,874,120,9667,3.004901224916585,2.99976142481912,5.991714870473453,-8.05172789237357,-34.94699535532684,0.4419398350571718
1,873,0,1211,5.000198393035152,3.0009981549800226,2.000754872518351,-8.054965624344948,-34.95238823375661,0.21289203972734375
2,874,120,1594,4.999930253243239,3.0027890304606477,3.0018293881157523,-8.056399647128092,-34.95233069026479,0.37730554671374816
1,875,240,6711,5.00059295822609,2.999617419321904,1.9992205718369307,-8.054635431638626,-34.952335892937576,0.5329230340788661
2,865,0,7879,4.999914139629792,5.008389945437842,-0.0014472899829726046,-8.055380505079889,-34.95544711882395,0.5236408336828109
1,875,240,7164,4.004536121715296,5.0085017577015325,0.9966540777827153,-8.055616028587995,-34.9577412564052,0.6086161118046531
2,874,240,4745,4.999650317541587,2.99938553583152,1.9978359273127657,-8.054914544807568,-34.95147535295169,0.27679742725540385
2,871,240,5135,5.0002269122504766,2.999841464828516,2.0003958176893573,-8.056627860072807,-34.952211857027706,0.014288765038225142
1,875,240,9215,4.002188734352776,1.0106745016291194,4.000152809281309,-8.050030687368745,-34.95180979743455,0.5835650288754899
1,875,240,5664,5.000009890308833,3.0003635777624953,1.9995279980449585,-8.055769569366353,-34.95178614031819,0.012762023982621842
2,874,120,2010,4.999467313146473,3.0001170899249656,2.000447742736608,-8.05533550701448,-34.95155932633474,0.01517710597116489
1,875,240,7546,5.000191016139284,4.996388279321974,0.0016622053669752212,-8.054658971951024,-34.95835114768739,0.5751529881516179
1,875,240,3684,5.000740694692637,3.000149110524591,3.0008560230032244,-8.056331683457035,-34.95180311721372,0.5043062638865697
1,875,240,5559,5.000297267938195,2.9997479133109777,2.0010263880927384,-8.055333543878957,-34.95175453078018,0.16126056255189988
1,873,0,6355,4.99984216154861,3.001441611461853,1.9986555330175952,-8.055202853041104,-34.95116227550054,0.3745789000729539
1,872,120,6616,5.000825925028856,3.998769200991795,0.9903048590836416,-8.055462806495857,-34.953048829475016,0.4095272714501758
2,874,120,6692,5.000259278083641,2.9997229658192146,2.0009181729659957,-8.055213635999602,-34.95191444796414,0.276298483115909
1,875,240,2556,5.000134134711706,2.9999271043576816,2.9995892259090877,-8.056049113544143,-34.95183329604385,0.011849056972427153
1,872,120,4869,5.000049287671991,3.0008791108088846,1.9997489678148772,-8.055215338193099,-34.951810066178346,0.16032267282472767
1,873,0,418,4.9999941605880815,3.000764742995485,1.9998235163755818,-8.055521117698696,-34.95247676629768,0.16681939297630322
1,872,120,7407,4.003225147692392,1.9894061669254777,4.010213457129582,-8.051762708165015,-34.94517087482588,0.4139406454615902
3,869,240,3791,5.000617454248351,3.9971186058947583,3.0012117292396887,-8.056006854384227,-34.95140065719815,0.018638468867179025
1,872,120,5871,5.000449784677281,2.9991421371246205,2.0009634658726063,-8.055868662996122,-34.952055556704735,0.012881556403412635
1,872,120,9159,2.019178952350929,4.0006326031701995,4.013057966560035,-8.047423453435906,-34.951661852659356,0.8981857808418139
3,881,120,5496,5.000362539686914,2.999097915683431,3.0014608329630414,-8.056964968466582,-34.94711662393074,0.9806047477737748
1,873,0,7059,5.000418844936896,5.012113648921918,0.9984850891336828,-8.055204096741674,-34.9595354970889,0.5058578305518853
3,869,240,4517,6.991572396835626,2.999241800462775,3.000688799661363,-8.056660432852595,-34.94975724844266,0.4188328880150985
3,881,0,8120,2.998991794862868,7.052890175834636,2.0005715649873466,-8.050005303502179,-34.95917223982284,0.4295098756655903
1,873,0,7064,4.999959818855419,2.9996623271966407,1.9997496350894717,-8.055905249477938,-34.95170366482635,0.18390920918617612
2,874,120,2610,4.999631642165045,2.9992415190332853,3.001023243342284,-8.05496424865087,-34.951422973789896,0.3892830563029016
1,872,120,5973,5.000628645158839,3.0005164989006734,1.9998635277032106,-8.0549669450619,-34.953175508352345,0.00995679139191212
2,874,120,8201,4.000911232459527,5.997024189694509,1.0103230040274096,-8.049463699752911,-34.95808254206035,0.3798542022441938
3,881,120,4431,5.0007393426640165,3.000243333060298,2.000645905751863,-8.054979893658073,-34.951509178467276,0.38467785884703803
3,869,240,471,4.999871012953954,2.9999980930599977,2.0002249694123684,-8.055194035326316,-34.95199885677447,0.014956006571663747
1,875,240,6116,5.000947952715121,3.0012752039867987,2.0000095513608915,-8.05565377626734,-34.951816546845635,0.16002449927853823
1,872,120,9371,3.0057395444371005,4.00111755653591,3.0008324057627584,-8.049802786245742,-34.95447144384827,0.3796390411029512
2,871,240,9717,2.002881152630032,2.0056448463318497,4.008302701504311,-8.050285006722318,-34.949232573699064,0.8033289370942536
2,874,120,6898,6.006456741347684,3.996343374249963,1.000612645471422,-8.055343073530837,-34.957420687474766,0.7557487021886352
2,871,240,1301,5.000819181238462,3.0003567210448763,2.9994674585518917,-8.055430416016877,-34.95060165155572,0.5062358081738582
2,874,120,5731,4.9998393552698825,2.9995281347382523,3.000550877618112,-8.055911941460128,-34.95196667963211,0.012587881185592072
3,877,0,1998,4.999944487227394,3.0002152064968914,2.9987765661744663,-8.055877750545593,-34.951622625718635,0.8105402105879163
2,871,240,5219,5.000227521184599,2.9993432539972,1.9993635514123158,-8.05577886493758,-34.9517706848253,0.017368406065473595
2,871,240,3369,4.999916114449755,3.0004933858210876,2.9991026247077843,-8.055403230007332,-34.95179333002899,0.5261675070641229
