ponto_id,prediction
9018,"[-8.048485335792016, -34.95940250508087]"
9027,"[-8.049427578392208, -34.953211431667]"
9030,"[-8.048878496637892, -34.95052057621054]"
9034,"[-8.048661753184717, -34.94618386063586]"
9037,"[-8.049293502374033, -34.9560285986837]"
9038,"[-8.049371222226446, -34.95324257416171]"
9039,"[-8.048598869971562, -34.94725665606076]"
9040,"[-8.049009540110399, -34.95722887995541]"
9043,"[-8.04847141440859, -34.95938447340657]"
9046,"[-8.048878496637892, -34.95052057621054]"
9055,"[-8.048418769556168, -34.95928585759158]"
9058,"[-8.048654208842931, -34.94620448850176]"
9061,"[-8.048597508699768, -34.94725014380794]"
9068,"[-8.048388149303785, -34.95923448579325]"
9071,"[-8.048648389015112, -34.9582222010647]"
9081,"[-8.048855972422531, -34.94734678194589]"
9082,"[-8.048599863153854, -34.94726457479958]"
9090,"[-8.049504285909455, -34.95317112360359]"
9097,"[-8.048635679396828, -34.95826573225331]"
9099,"[-8.048873152314615, -34.95052119102653]"
9100,"[-8.048600032186195, -34.947267703076434]"
9101,"[-8.04952982109519, -34.95315763292502]"
9105,"[-8.048600032186195, -34.947267703076434]"
9108,"[-8.049558424010828, -34.95315579750729]"
9109,"[-8.04887268235306, -34.950522229203685]"
9111,"[-8.048437615345568, -34.95932271177478]"
9113,"[-8.04957567152582, -34.95315012861008]"
9118,"[-8.048606438213673, -34.94718051038737]"
9121,"[-8.048620482099203, -34.95833277339275]"
9127,"[-8.04887472389212, -34.950517872623465]"
9129,"[-8.048876060525128, -34.950522929096]"
9134,"[-8.048886640368409, -34.95050833950944]"
9142,"[-8.048660309473155, -34.95818109896095]"
9144,"[-8.048872747150432, -34.95052461815406]"
9148,"[-8.048874133531267, -34.95052445409195]"
9157,"[-8.0488886728278, -34.9504897079218]"
9162,"[-8.048873544386465, -34.95052482430891]"
9164,"[-8.048872891705027, -34.95052498474728]"
9170,"[-8.048917100719864, -34.95036083561456]"
9171,"[-8.048876847090453, -34.95051347187275]"
9172,"[-8.048874958588607, -34.95052383560212]"
9173,"[-8.048880240459106, -34.95050790553121]"
9184,"[-8.048893286371285, -34.950500030039215]"
9185,"[-8.048822792142486, -34.95061682674241]"
9189,"[-8.048598414780248, -34.947254228284336]"
9190,"[-8.048683432239738, -34.958098745764254]"
9194,"[-8.048878248926417, -34.950509927757594]"
9199,"[-8.049481757872824, -34.95316565807672]"
9205,"[-8.048597395843174, -34.94728923679953]"
9211,"[-8.048918375894205, -34.95041757040803]"
9214,"[-8.04889215441124, -34.950475095018625]"
9218,"[-8.048621526921819, -34.958313854517606]"
9220,"[-8.048891766411277, -34.950482895315695]"
9222,"[-8.0482813273213, -34.946806709594846]"
9223,"[-8.048281681276645, -34.94680505839186]"
9224,"[-8.049501517703089, -34.9531601302373]"
9229,"[-8.048873515210524, -34.95052483977054]"
9230,"[-8.04828353536879, -34.946796383391366]"
9231,"[-8.048411872878772, -34.95927134388134]"
9232,"[-8.04866930987324, -34.958151273152886]"
9235,"[-8.048595749967888, -34.95189332551418]"
9241,"[-8.048892844855908, -34.95046973349519]"
9243,"[-8.048624116135597, -34.958307063093635]"
9245,"[-8.048614103740176, -34.951860722042596]"
9249,"[-8.049504151939965, -34.95317111957611]"
9251,"[-8.048557027121758, -34.95193839925367]"
9252,"[-8.048905125216544, -34.95057857338717]"
9258,"[-8.048555679615756, -34.951941162763596]"
9264,"[-8.048588910325122, -34.95190596217178]"
9266,"[-8.048283428361371, -34.94679687848178]"
9267,"[-8.04847573930826, -34.959390363327664]"
9270,"[-8.048373683490924, -34.95919232625692]"
9273,"[-8.048283944915593, -34.94679450399055]"
9275,"[-8.048215051049452, -34.95927806413135]"
9281,"[-8.048880853320501, -34.950506604375455]"
9290,"[-8.048433340458738, -34.95931472910043]"
9292,"[-8.048890092786372, -34.950486588411465]"
9296,"[-8.048283451604986, -34.94679677081747]"
9299,"[-8.048889018053865, -34.95047744260917]"
9302,"[-8.048305355450566, -34.95893183627731]"
9307,"[-8.048306690102873, -34.9589306140754]"
9311,"[-8.048319462347663, -34.95890865551988]"
9312,"[-8.048884669544721, -34.950492559876416]"
9313,"[-8.048884669544721, -34.950492559876416]"
9315,"[-8.048400014902093, -34.959285940088535]"
9319,"[-8.048313719559633, -34.958918038314124]"
9320,"[-8.048305355450566, -34.95893183627731]"
9321,"[-8.04828340363611, -34.94679699308108]"
9324,"[-8.048406262049234, -34.959237749936605]"
9327,"[-8.048299160436619, -34.958941929471]"
9328,"[-8.048305355450566, -34.95893183627731]"
9329,"[-8.049484865088488, -34.953186698173056]"
9330,"[-8.048282561096768, -34.94680092990631]"
9334,"[-8.048280853560035, -34.94680890213011]"
9336,"[-8.048597850171708, -34.947251598233066]"
9341,"[-8.048598543176972, -34.94725487873927]"
9346,"[-8.048599604569176, -34.94726179726449]"
9348,"[-8.048599404442601, -34.94726014933352]"
9354,"[-8.048925240685309, -34.95040282070135]"
9362,"[-8.04793641043962, -34.94761946103485]"
9365,"[-8.048059049289623, -34.947602015563064]"
9371,"[-8.047954956605448, -34.94761325913279]"
9372,"[-8.048281587023256, -34.94680549896579]"
9374,"[-8.047960443921495, -34.94761130786419]"
9375,"[-8.04892902255173, -34.950394458891175]"
9376,"[-8.04797804668254, -34.94762111702265]"
9379,"[-8.047949224825803, -34.947612484864884]"
9380,"[-8.047949224825803, -34.947612484864884]"
9384,"[-8.049520296078915, -34.953172829383384]"
9387,"[-8.048897903414694, -34.950462197552405]"
9390,"[-8.048276546957345, -34.946827227144645]"
9391,"[-8.048893198211, -34.95047273098728]"
9392,"[-8.047955980560896, -34.94761304926954]"
9393,"[-8.047955980560896, -34.94761304926954]"
9394,"[-8.048875175886115, -34.950516933815756]"
9395,"[-8.048890343338803, -34.9504792277299]"
9396,"[-8.047963611423636, -34.94761100141677]"
9402,"[-8.048877377098988, -34.95051492863303]"
9409,"[-8.047965966548432, -34.94761153629508]"
9414,"[-8.04795100598781, -34.947615098030916]"
9419,"[-8.049372672178366, -34.953241617384045]"
9421,"[-8.047936666317133, -34.94761493175922]"
9422,"[-8.048799085417658, -34.9506245734114]"
9423,"[-8.04793593836665, -34.94761535716144]"
9429,"[-8.047326326290005, -34.95375273733736]"
9433,"[-8.048810951324015, -34.95062743986864]"
9434,"[-8.04741122998105, -34.94756393014547]"
9440,"[-8.04827220868302, -34.9467209897712]"
9441,"[-8.04741168596645, -34.94756417947217]"
9448,"[-8.047408923665621, -34.94756050222078]"
9450,"[-8.04827220868302, -34.9467209897712]"
9452,"[-8.047331279605176, -34.95377764571694]"
9453,"[-8.04683865851675, -34.95017487343246]"
9454,"[-8.047411640167132, -34.94756415595396]"
9455,"[-8.047411640167132, -34.94756415595396]"
9459,"[-8.04732983141578, -34.95377098928441]"
9469,"[-8.047413691308435, -34.947564991009166]"
9470,"[-8.047343105397168, -34.95384941839193]"
9471,"[-8.047411416618372, -34.94756403647976]"
9472,"[-8.046838140834302, -34.95017097867652]"
9477,"[-8.047417668513486, -34.947565970820854]"
9481,"[-8.047417668513486, -34.947565970820854]"
9484,"[-8.047417668513486, -34.947565970820854]"
9485,"[-8.046645767810567, -34.953577582653836]"
9491,"[-8.046696025680683, -34.94987918798667]"
9492,"[-8.047436562788574, -34.947567949839794]"
9493,"[-8.0474212901124, -34.94756654644861]"
9494,"[-8.046533543313386, -34.953451307090816]"
9499,"[-8.04686842328475, -34.94524153989469]"
9504,"[-8.046791938471536, -34.9474176901977]"
9513,"[-8.046841856947873, -34.950174245166856]"
9514,"[-8.046816863242402, -34.94743470643445]"
9518,"[-8.046775939967963, -34.94740624918344]"
9519,"[-8.046811012363037, -34.94743075104656]"
9520,"[-8.046443134094861, -34.953339186839386]"
9521,"[-8.046800066878667, -34.947423298420595]"
9536,"[-8.046591691224895, -34.953520045054915]"
9540,"[-8.04686842328475, -34.94524153989469]"
9542,"[-8.046839261848273, -34.95017664098691]"
9543,"[-8.046838092942217, -34.95017101390287]"
9545,"[-8.04686842328475, -34.94524153989469]"
9549,"[-8.04686842328475, -34.94524153989469]"
9552,"[-8.04658960137955, -34.953517659792745]"
9553,"[-8.04686842328475, -34.94524153989469]"
9556,"[-8.046819226258505, -34.95015983464742]"
9558,"[-8.04686842328475, -34.94524153989469]"
9562,"[-8.04686842328475, -34.94524153989469]"
9564,"[-8.04686842328475, -34.94524153989469]"
9566,"[-8.04653774180754, -34.95054417736928]"
9568,"[-8.046636401171003, -34.953568382425736]"
9571,"[-8.046537303096168, -34.95054362040221]"
9575,"[-8.046501409233475, -34.95051700543163]"
9582,"[-8.046865171196172, -34.945238778477204]"
9587,"[-8.046530408333549, -34.945421687792845]"
9590,"[-8.046529749514857, -34.945421579372606]"
9591,"[-8.046530408333549, -34.945421687792845]"
9594,"[-8.047029274159767, -34.946282831696436]"
9601,"[-8.046530408333549, -34.945421687792845]"
9602,"[-8.046537521596306, -34.94542285679323]"
9603,"[-8.04653246862626, -34.9454220266906]"
9604,"[-8.046878435848448, -34.94747611134]"
9605,"[-8.046878435848448, -34.94747611134]"
9609,"[-8.047023002985174, -34.946338199334946]"
9613,"[-8.046530408333549, -34.945421687792845]"
9614,"[-8.046530408333549, -34.945421687792845]"
9615,"[-8.046530408333549, -34.945421687792845]"
9616,"[-8.046630857514952, -34.953562747194894]"
9621,"[-8.04687143527407, -34.94747140797458]"
9622,"[-8.04687784652292, -34.94747571529596]"
9627,"[-8.04695544164435, -34.94752776758977]"
9633,"[-8.046838351951239, -34.94744918795685]"
9635,"[-8.046811736031263, -34.94743124110666]"
9637,"[-8.046811736031263, -34.94743124110666]"
9638,"[-8.046823563292495, -34.94743922083607]"
9640,"[-8.046666080174226, -34.95359576057661]"
9641,"[-8.046543285492666, -34.95055591195333]"
9643,"[-8.04654181754787, -34.95055096519415]"
9644,"[-8.04654181754787, -34.95055096519415]"
9645,"[-8.046547495651257, -34.9505790118486]"
9651,"[-8.046838143795853, -34.950173071869834]"
9653,"[-8.046839354823586, -34.95017689868581]"
9664,"[-8.046639497913215, -34.95229712533423]"
9668,"[-8.046632516126262, -34.95231528713739]"
9672,"[-8.046635441118884, -34.95230268474208]"
9674,"[-8.046640535514452, -34.952289230052536]"
9675,"[-8.046632676083073, -34.95231487392796]"
9677,"[-8.046547184220362, -34.95057704751511]"
9678,"[-8.046544410410904, -34.950561288465735]"
0,"[-8.055548699999996, -34.95165714999999]"
3,"[-8.055548699999996, -34.95165714999999]"
8,"[-8.055548699999996, -34.95165714999999]"
10,"[-8.055548699999996, -34.95165714999999]"
12,"[-8.055548699999996, -34.95165714999999]"
14,"[-8.055548699999996, -34.95165714999999]"
17,"[-8.055548699999996, -34.95165714999999]"
19,"[-8.055548699999996, -34.95165714999999]"
23,"[-8.055548699999996, -34.95165714999999]"
29,"[-8.055548699999996, -34.95165714999999]"
30,"[-8.055548699999996, -34.95165714999999]"
31,"[-8.055548699999996, -34.95165714999999]"
33,"[-8.055548699999996, -34.95165714999999]"
36,"[-8.055548699999996, -34.95165714999999]"
37,"[-8.055548699999996, -34.95165714999999]"
39,"[-8.055548699999996, -34.95165714999999]"
41,"[-8.055548699999996, -34.95165714999999]"
46,"[-8.055548699999996, -34.95165714999999]"
47,"[-8.055548699999996, -34.95165714999999]"
48,"[-8.055548699999996, -34.95165714999999]"
50,"[-8.055548699999996, -34.95165714999999]"
56,"[-8.055548699999996, -34.95165714999999]"
58,"[-8.055548699999996, -34.95165714999999]"
59,"[-8.055548699999996, -34.95165714999999]"
61,"[-8.055548699999996, -34.95165714999999]"
65,"[-8.055548699999996, -34.95165714999999]"
68,"[-8.055548699999996, -34.95165714999999]"
69,"[-8.055548699999996, -34.95165714999999]"
70,"[-8.055548699999996, -34.95165714999999]"
73,"[-8.055548699999996, -34.95165714999999]"
76,"[-8.055548699999996, -34.95165714999999]"
79,"[-8.055548699999996, -34.95165714999999]"
80,"[-8.055548699999996, -34.95165714999999]"
81,"[-8.055548699999996, -34.95165714999999]"
87,"[-8.055548699999996, -34.95165714999999]"
88,"[-8.055548699999996, -34.95165714999999]"
91,"[-8.055548699999996, -34.95165714999999]"
92,"[-8.055548699999996, -34.95165714999999]"
93,"[-8.055548699999996, -34.95165714999999]"
95,"[-8.055548699999996, -34.95165714999999]"
96,"[-8.055548699999996, -34.95165714999999]"
99,"[-8.055548699999996, -34.95165714999999]"
100,"[-8.055548699999996, -34.95165714999999]"
101,"[-8.055548699999996, -34.95165714999999]"
102,"[-8.055548699999996, -34.95165714999999]"
103,"[-8.055548699999996, -34.95165714999999]"
104,"[-8.055548699999996, -34.95165714999999]"
106,"[-8.055548699999996, -34.95165714999999]"
107,"[-8.055548699999996, -34.95165714999999]"
108,"[-8.055548699999996, -34.95165714999999]"
111,"[-8.055548699999996, -34.95165714999999]"
118,"[-8.055548699999996, -34.95165714999999]"
119,"[-8.055548699999996, -34.95165714999999]"
122,"[-8.055548699999996, -34.95165714999999]"
131,"[-8.055548699999996, -34.95165714999999]"
132,"[-8.055548699999996, -34.95165714999999]"
135,"[-8.055548699999996, -34.95165714999999]"
144,"[-8.055548699999996, -34.95165714999999]"
149,"[-8.055548699999996, -34.95165714999999]"
151,"[-8.055548699999996, -34.95165714999999]"
157,"[-8.055548699999996, -34.95165714999999]"
164,"[-8.055548699999996, -34.95165714999999]"
167,"[-8.055548699999996, -34.95165714999999]"
168,"[-8.055548699999996, -34.95165714999999]"
169,"[-8.055548699999996, -34.95165714999999]"
172,"[-8.055548699999996, -34.95165714999999]"
176,"[-8.055548699999996, -34.95165714999999]"
177,"[-8.055548699999996, -34.95165714999999]"
179,"[-8.055548699999996, -34.95165714999999]"
180,"[-8.055548699999996, -34.95165714999999]"
181,"[-8.055548699999996, -34.95165714999999]"
185,"[-8.055548699999996, -34.95165714999999]"
196,"[-8.055548699999996, -34.95165714999999]"
199,"[-8.055548699999996, -34.95165714999999]"
209,"[-8.055548699999996, -34.95165714999999]"
211,"[-8.055548699999996, -34.95165714999999]"
212,"[-8.055548699999996, -34.95165714999999]"
214,"[-8.055548699999996, -34.95165714999999]"
217,"[-8.055548699999996, -34.95165714999999]"
218,"[-8.055548699999996, -34.95165714999999]"
221,"[-8.055548699999996, -34.95165714999999]"
222,"[-8.055548699999996, -34.95165714999999]"
229,"[-8.055548699999996, -34.95165714999999]"
230,"[-8.055548699999996, -34.95165714999999]"
233,"[-8.055548699999996, -34.95165714999999]"
239,"[-8.055548699999996, -34.95165714999999]"
245,"[-8.055548699999996, -34.95165714999999]"
247,"[-8.055548699999996, -34.95165714999999]"
248,"[-8.055548699999996, -34.95165714999999]"
251,"[-8.055548699999996, -34.95165714999999]"
252,"[-8.055548699999996, -34.95165714999999]"
257,"[-8.055548699999996, -34.95165714999999]"
263,"[-8.055548699999996, -34.95165714999999]"
265,"[-8.055548699999996, -34.95165714999999]"
267,"[-8.055548699999996, -34.95165714999999]"
274,"[-8.055548699999996, -34.95165714999999]"
286,"[-8.055548699999996, -34.95165714999999]"
288,"[-8.055548699999996, -34.95165714999999]"
291,"[-8.055548699999996, -34.95165714999999]"
292,"[-8.055548699999996, -34.95165714999999]"
300,"[-8.055548699999996, -34.95165714999999]"
304,"[-8.055548699999996, -34.95165714999999]"
308,"[-8.055548699999996, -34.95165714999999]"
311,"[-8.055548699999996, -34.95165714999999]"
315,"[-8.055548699999996, -34.95165714999999]"
316,"[-8.055548699999996, -34.95165714999999]"
318,"[-8.055548699999996, -34.95165714999999]"
319,"[-8.055548699999996, -34.95165714999999]"
321,"[-8.055548699999996, -34.95165714999999]"
323,"[-8.055548699999996, -34.95165714999999]"
328,"[-8.055548699999996, -34.95165714999999]"
330,"[-8.055548699999996, -34.95165714999999]"
332,"[-8.055548699999996, -34.95165714999999]"
333,"[-8.055548699999996, -34.95165714999999]"
334,"[-8.055548699999996, -34.95165714999999]"
335,"[-8.055548699999996, -34.95165714999999]"
337,"[-8.055548699999996, -34.95165714999999]"
346,"[-8.055548699999996, -34.95165714999999]"
349,"[-8.055548699999996, -34.95165714999999]"
350,"[-8.055548699999996, -34.95165714999999]"
353,"[-8.055548699999996, -34.95165714999999]"
354,"[-8.055548699999996, -34.95165714999999]"
360,"[-8.055548699999996, -34.95165714999999]"
367,"[-8.055548699999996, -34.95165714999999]"
379,"[-8.055548699999996, -34.95165714999999]"
381,"[-8.055548699999996, -34.95165714999999]"
385,"[-8.055548699999996, -34.95165714999999]"
388,"[-8.055548699999996, -34.95165714999999]"
393,"[-8.055548699999996, -34.95165714999999]"
394,"[-8.055548699999996, -34.95165714999999]"
400,"[-8.055548699999996, -34.95165714999999]"
401,"[-8.055548699999996, -34.95165714999999]"
402,"[-8.055548699999996, -34.95165714999999]"
408,"[-8.055548699999996, -34.95165714999999]"
409,"[-8.055548699999996, -34.95165714999999]"
411,"[-8.055548699999996, -34.95165714999999]"
415,"[-8.055548699999996, -34.95165714999999]"
416,"[-8.055548699999996, -34.95165714999999]"
427,"[-8.055548699999996, -34.95165714999999]"
429,"[-8.055548699999996, -34.95165714999999]"
433,"[-8.055548699999996, -34.95165714999999]"
435,"[-8.055548699999996, -34.95165714999999]"
439,"[-8.055548699999996, -34.95165714999999]"
445,"[-8.055548699999996, -34.95165714999999]"
447,"[-8.055548699999996, -34.95165714999999]"
449,"[-8.055548699999996, -34.95165714999999]"
453,"[-8.055548699999996, -34.95165714999999]"
455,"[-8.055548699999996, -34.95165714999999]"
457,"[-8.055548699999996, -34.95165714999999]"
461,"[-8.055548699999996, -34.95165714999999]"
462,"[-8.055548699999996, -34.95165714999999]"
465,"[-8.055548699999996, -34.95165714999999]"
468,"[-8.055548699999996, -34.95165714999999]"
472,"[-8.055548699999996, -34.95165714999999]"
473,"[-8.055548699999996, -34.95165714999999]"
474,"[-8.055548699999996, -34.95165714999999]"
476,"[-8.055548699999996, -34.95165714999999]"
477,"[-8.055548699999996, -34.95165714999999]"
483,"[-8.055548699999996, -34.95165714999999]"
485,"[-8.055548699999996, -34.95165714999999]"
486,"[-8.055548699999996, -34.95165714999999]"
487,"[-8.055548699999996, -34.95165714999999]"
495,"[-8.055548699999996, -34.95165714999999]"
496,"[-8.055548699999996, -34.95165714999999]"
500,"[-8.055548699999996, -34.95165714999999]"
503,"[-8.055548699999996, -34.95165714999999]"
509,"[-8.055548699999996, -34.95165714999999]"
510,"[-8.055548699999996, -34.95165714999999]"
511,"[-8.055548699999996, -34.95165714999999]"
513,"[-8.055548699999996, -34.95165714999999]"
518,"[-8.055548699999996, -34.95165714999999]"
524,"[-8.055548699999996, -34.95165714999999]"
528,"[-8.055548699999996, -34.95165714999999]"
530,"[-8.055548699999996, -34.95165714999999]"
532,"[-8.055548699999996, -34.95165714999999]"
533,"[-8.055548699999996, -34.95165714999999]"
538,"[-8.055548699999996, -34.95165714999999]"
540,"[-8.055548699999996, -34.95165714999999]"
543,"[-8.055548699999996, -34.95165714999999]"
544,"[-8.055548699999996, -34.95165714999999]"
550,"[-8.055548699999996, -34.95165714999999]"
551,"[-8.055548699999996, -34.95165714999999]"
554,"[-8.055548699999996, -34.95165714999999]"
555,"[-8.055548699999996, -34.95165714999999]"
563,"[-8.055548699999996, -34.95165714999999]"
564,"[-8.055548699999996, -34.95165714999999]"
567,"[-8.055548699999996, -34.95165714999999]"
568,"[-8.055548699999996, -34.95165714999999]"
576,"[-8.055548699999996, -34.95165714999999]"
577,"[-8.055548699999996, -34.95165714999999]"
582,"[-8.055548699999996, -34.95165714999999]"
586,"[-8.055548699999996, -34.95165714999999]"
590,"[-8.055548699999996, -34.95165714999999]"
591,"[-8.055548699999996, -34.95165714999999]"
592,"[-8.055548699999996, -34.95165714999999]"
594,"[-8.055548699999996, -34.95165714999999]"
601,"[-8.055548699999996, -34.95165714999999]"
603,"[-8.055548699999996, -34.95165714999999]"
604,"[-8.055548699999996, -34.95165714999999]"
605,"[-8.055548699999996, -34.95165714999999]"
611,"[-8.055548699999996, -34.95165714999999]"
613,"[-8.055548699999996, -34.95165714999999]"
617,"[-8.055548699999996, -34.95165714999999]"
618,"[-8.055548699999996, -34.95165714999999]"
620,"[-8.055548699999996, -34.95165714999999]"
623,"[-8.055548699999996, -34.95165714999999]"
624,"[-8.055548699999996, -34.95165714999999]"
625,"[-8.055548699999996, -34.95165714999999]"
633,"[-8.055548699999996, -34.95165714999999]"
637,"[-8.055548699999996, -34.95165714999999]"
641,"[-8.055548699999996, -34.95165714999999]"
642,"[-8.055548699999996, -34.95165714999999]"
647,"[-8.055548699999996, -34.95165714999999]"
653,"[-8.055548699999996, -34.95165714999999]"
654,"[-8.055548699999996, -34.95165714999999]"
655,"[-8.055548699999996, -34.95165714999999]"
664,"[-8.055548699999996, -34.95165714999999]"
665,"[-8.055548699999996, -34.95165714999999]"
668,"[-8.055548699999996, -34.95165714999999]"
673,"[-8.055548699999996, -34.95165714999999]"
675,"[-8.055548699999996, -34.95165714999999]"
676,"[-8.055548699999996, -34.95165714999999]"
678,"[-8.055548699999996, -34.95165714999999]"
682,"[-8.055548699999996, -34.95165714999999]"
683,"[-8.055548699999996, -34.95165714999999]"
693,"[-8.055548699999996, -34.95165714999999]"
694,"[-8.055548699999996, -34.95165714999999]"
696,"[-8.055548699999996, -34.95165714999999]"
700,"[-8.055548699999996, -34.95165714999999]"
706,"[-8.055548699999996, -34.95165714999999]"
708,"[-8.055548699999996, -34.95165714999999]"
710,"[-8.055548699999996, -34.95165714999999]"
711,"[-8.055548699999996, -34.95165714999999]"
712,"[-8.055548699999996, -34.95165714999999]"
713,"[-8.055548699999996, -34.95165714999999]"
715,"[-8.055548699999996, -34.95165714999999]"
718,"[-8.055548699999996, -34.95165714999999]"
724,"[-8.055548699999996, -34.95165714999999]"
730,"[-8.055548699999996, -34.95165714999999]"
733,"[-8.055548699999996, -34.95165714999999]"
736,"[-8.055548699999996, -34.95165714999999]"
737,"[-8.055548699999996, -34.95165714999999]"
738,"[-8.055548699999996, -34.95165714999999]"
740,"[-8.055548699999996, -34.95165714999999]"
742,"[-8.055548699999996, -34.95165714999999]"
743,"[-8.055548699999996, -34.95165714999999]"
744,"[-8.055548699999996, -34.95165714999999]"
745,"[-8.055548699999996, -34.95165714999999]"
747,"[-8.055548699999996, -34.95165714999999]"
748,"[-8.055548699999996, -34.95165714999999]"
749,"[-8.055548699999996, -34.95165714999999]"
751,"[-8.055548699999996, -34.95165714999999]"
753,"[-8.055548699999996, -34.95165714999999]"
758,"[-8.055548699999996, -34.95165714999999]"
759,"[-8.055548699999996, -34.95165714999999]"
761,"[-8.055548699999996, -34.95165714999999]"
763,"[-8.055548699999996, -34.95165714999999]"
764,"[-8.055548699999996, -34.95165714999999]"
765,"[-8.055548699999996, -34.95165714999999]"
766,"[-8.055548699999996, -34.95165714999999]"
773,"[-8.055548699999996, -34.95165714999999]"
774,"[-8.055548699999996, -34.95165714999999]"
782,"[-8.055548699999996, -34.95165714999999]"
786,"[-8.055548699999996, -34.95165714999999]"
789,"[-8.055548699999996, -34.95165714999999]"
794,"[-8.055548699999996, -34.95165714999999]"
795,"[-8.055548699999996, -34.95165714999999]"
799,"[-8.055548699999996, -34.95165714999999]"
800,"[-8.055786000000003, -34.951505000000004]"
809,"[-8.055786000000003, -34.951505000000004]"
810,"[-8.055786000000003, -34.951505000000004]"
811,"[-8.055786000000003, -34.951505000000004]"
815,"[-8.055786000000003, -34.951505000000004]"
828,"[-8.055786000000003, -34.951505000000004]"
831,"[-8.055786000000003, -34.951505000000004]"
833,"[-8.055786000000003, -34.951505000000004]"
834,"[-8.055786000000003, -34.951505000000004]"
835,"[-8.055786000000003, -34.951505000000004]"
837,"[-8.055786000000003, -34.951505000000004]"
841,"[-8.055786000000003, -34.951505000000004]"
852,"[-8.055786000000003, -34.951505000000004]"
856,"[-8.055786000000003, -34.951505000000004]"
858,"[-8.055786000000003, -34.951505000000004]"
862,"[-8.055786000000003, -34.951505000000004]"
866,"[-8.055786000000003, -34.951505000000004]"
868,"[-8.055786000000003, -34.951505000000004]"
871,"[-8.055786000000003, -34.951505000000004]"
872,"[-8.055786000000003, -34.951505000000004]"
877,"[-8.055786000000003, -34.951505000000004]"
879,"[-8.055786000000003, -34.951505000000004]"
881,"[-8.055786000000003, -34.951505000000004]"
883,"[-8.055786000000003, -34.951505000000004]"
906,"[-8.055786000000003, -34.951505000000004]"
908,"[-8.055786000000003, -34.951505000000004]"
914,"[-8.055786000000003, -34.951505000000004]"
921,"[-8.055786000000003, -34.951505000000004]"
927,"[-8.055786000000003, -34.951505000000004]"
932,"[-8.055786000000003, -34.951505000000004]"
934,"[-8.055786000000003, -34.951505000000004]"
940,"[-8.055786000000003, -34.951505000000004]"
947,"[-8.055786000000003, -34.951505000000004]"
952,"[-8.055786000000003, -34.951505000000004]"
957,"[-8.055786000000003, -34.951505000000004]"
958,"[-8.055786000000003, -34.951505000000004]"
960,"[-8.055786000000003, -34.951505000000004]"
964,"[-8.055786000000003, -34.951505000000004]"
965,"[-8.055786000000003, -34.951505000000004]"
967,"[-8.055786000000003, -34.951505000000004]"
970,"[-8.055786000000003, -34.951505000000004]"
971,"[-8.055786000000003, -34.951505000000004]"
982,"[-8.055786000000003, -34.951505000000004]"
994,"[-8.055786000000003, -34.951505000000004]"
996,"[-8.055786000000003, -34.951505000000004]"
997,"[-8.055786000000003, -34.951505000000004]"
1002,"[-8.055786000000003, -34.951505000000004]"
1005,"[-8.055786000000003, -34.951505000000004]"
1009,"[-8.055786000000003, -34.951505000000004]"
1010,"[-8.055786000000003, -34.951505000000004]"
1017,"[-8.055786000000003, -34.951505000000004]"
1018,"[-8.055786000000003, -34.951505000000004]"
1020,"[-8.055786000000003, -34.951505000000004]"
1022,"[-8.055786000000003, -34.951505000000004]"
1025,"[-8.055786000000003, -34.951505000000004]"
1027,"[-8.055786000000003, -34.951505000000004]"
1034,"[-8.055786000000003, -34.951505000000004]"
1038,"[-8.055786000000003, -34.951505000000004]"
1042,"[-8.055786000000003, -34.951505000000004]"
1044,"[-8.055786000000003, -34.951505000000004]"
1046,"[-8.055786000000003, -34.951505000000004]"
1052,"[-8.055786000000003, -34.951505000000004]"
1053,"[-8.055786000000003, -34.951505000000004]"
1055,"[-8.055786000000003, -34.951505000000004]"
1056,"[-8.055786000000003, -34.951505000000004]"
1057,"[-8.055786000000003, -34.951505000000004]"
1061,"[-8.055786000000003, -34.951505000000004]"
1068,"[-8.055786000000003, -34.951505000000004]"
1071,"[-8.055786000000003, -34.951505000000004]"
1074,"[-8.055786000000003, -34.951505000000004]"
1075,"[-8.055786000000003, -34.951505000000004]"
1076,"[-8.055786000000003, -34.951505000000004]"
1078,"[-8.055786000000003, -34.951505000000004]"
1084,"[-8.055786000000003, -34.951505000000004]"
1087,"[-8.055786000000003, -34.951505000000004]"
1090,"[-8.055786000000003, -34.951505000000004]"
1095,"[-8.055786000000003, -34.951505000000004]"
1101,"[-8.055786000000003, -34.951505000000004]"
1103,"[-8.055786000000003, -34.951505000000004]"
1107,"[-8.055786000000003, -34.951505000000004]"
1108,"[-8.055786000000003, -34.951505000000004]"
1111,"[-8.055786000000003, -34.951505000000004]"
1112,"[-8.055786000000003, -34.951505000000004]"
1115,"[-8.055786000000003, -34.951505000000004]"
1123,"[-8.055786000000003, -34.951505000000004]"
1126,"[-8.055786000000003, -34.951505000000004]"
1127,"[-8.055786000000003, -34.951505000000004]"
1139,"[-8.055786000000003, -34.951505000000004]"
1142,"[-8.055786000000003, -34.951505000000004]"
1144,"[-8.055786000000003, -34.951505000000004]"
1145,"[-8.055786000000003, -34.951505000000004]"
1147,"[-8.055786000000003, -34.951505000000004]"
1149,"[-8.055786000000003, -34.951505000000004]"
1152,"[-8.055786000000003, -34.951505000000004]"
1153,"[-8.055786000000003, -34.951505000000004]"
1155,"[-8.055786000000003, -34.951505000000004]"
